Token,FinalTokenMap
DR4, HLA
ALPHAOHESTRONE,ALPHA
ALPHAOH,16
NORCODEINE,NORCODEINE
NORMORPHINE, NORMORPHINE
DMPE,DIMETHYLPHOSPHATIDYL
DR5, HLA
SEPARATE,PLATELET
IEF,ISOELECTRIC
TGF,TRANSFORMING GROWTH FACTOR
COL5A2,GENE
SMN2,GENE
YY,YY
G6PC,G6PC
NOVOCAINE,NOVOCAINE
DR7, HLA
NEUROPEPTIDE, NEUROPEPTIDE
CAMEL,CAMEL
POU3F4,POU3F4
ABCB4,ABCB4
173,B
180,B
181,B
204,B
236,B
DR9, HLA
METABOLIC,METABOLIC
GLOCK,PHOSPHATE
MCLEAN,DEHYDROGENASE
UNSATURATED,HYDROXYSEBACATE
OHSUBERATE, 3
ADIPOLACTONE, ADIPOLACTONE
SEPIAPTERIN,SEPIAPTERIN
FIBRILLARIN, FIBRILLARIN
SIDEROCYTES,SIDEROCYTES
CHARCOAL,CHARCOAL
SCDIFF,POST
BURGDOR35KD,BURGDORFERI
BURGDOR37KD,BURGDORFERI
BURGDOR18,BURGDORFERI
20KD,18
BURGDOR83,BURGDORFERI
93KD,83
NOM,TOF
MIXING,APTT
MATURITY,MATURITY
SPUT,GASTROINTESTINAL
MIX30,MIX
NARCISSUS,NARCISSUS
MAHOGANY,MAHOGANY
CHINA,CHINA
ASTER,ASTER
OAPP,ADVANCED
BMR,BASAL METABOLIC RATE
HEMICYSTINE,HEMICYSTINE
IOHEXOL,IOHEXOL
NUTRITIONAL,NUTRITIONAL
PO4,PHOSPHATE
21DC,21
IFOSFAMIDE,HYDROXYIFOSFAMIDE
IFF,POST
ADIPOYL,ADIPOYLCARNITINE
MEGLUTARYLCARN,METHYLGLUTARYLCARNITINE
PENTAGASTRIN,PENTAGASTRIN
CPG,5
MAGNOLIA,MAGNOLIA
WINE,WINE
VINEGAR,VINEGAR
3C,HDL
ND,LDL
LNRTO,CBFB
BASED,BASED
FSHUNT,BLOOD
12A,ALPHA
INTRACELL,INTRACELLULARIS
PREKERATOCYTES,PREKERATOCYTES
MYRISTOLEYLCARN,HYDROXYMYRISTOLEYLCARNITINE
6OH, 6
HEPTANOATE, 6
ALLANTOINE,ALLANTOINE
BCL10,BCL10
CALDESMON,CALDESMON
CLUSTERIN,CLUSTERIN
CK5,CYTOKERATIN
GALECTIN,GALECTIN
GRANZYME,GRANZYME
HBME,HBME
HEPATOCYTE,HEPATOCYTE
MLH,MLH
MUM,MUM
NEU,NEU
PMS,PMS
SLC6A4,SLC6A4
CRYSTALLIN,CRYSTALLIN
EPENDY,EPENDYMAL
CHOR,CHOROID
PLEX,PLEXUS
CBA,FLUID
SCHWARTZ,1
PLACENTAL,DIAGNOSIS
PTT,PTT
CIRCULATING,CIRCULATING
KETO,KETO
TITERED,TITERED
HDL2,HDL
ANCYLOSTOMA,ANCYLOSTOMA
EVEROLIMUS, EVEROLIMUS
KOR,OTC
CHILDREN,YOU
STOP,YOU
USING,HOW
ASK,OTC
PHARMACIST,PHARMACIST
VFD,LABEL
MF,TYPE
ABNORMALITIES,ABNORMALITIES
STIMULATION,STIMULATION
HPA,HPA
BALSAM,BALSAM
JAP,JAPANESE
SPIDER,SPIDER
ANNATTO,ANNATTO
LADYBUG,LADYBUG
LATEX,LATEX
RHEV,RECOMBINANT
ANALY,ANALYSIS
INTERPHASE,INTERPHASE
AGGLUT, ERYTHROCYTE
VACUOLES,VACUOLES
MCNCSQ,PRODUCT
SPONDYLOCLADIUM,SPONDYLOCLADIUM
VARIOTTII,VARIOTTII
T4BP,THYROXINE
PRKCG,PRKCG
NI,A
NS,VIRUS
PB1,VIRUS
PB2,VIRUS
POLYMERASE,VIRUS
BITTER,BITTER
TRISOMY,TRISOMY
VKORC1,VKORC1
SRA,SEROTONIN
100IU,RELEASE
1IU,0
100U,RELEASE
1U,UPPER
GUARANTEED,LABEL
SAFE,SAFE
OWNERS,FOR
CAREGIVERS,OWNERS
HIRUDIN,HIRUDIN
F13A1,F13A1
V34L,P
CYTOKERATIN,CYTOKERATIN
TROPISM,RNA
PH6,ACID
FULL,GENE
GERMANIUM, GERMANIUM
HEPTAPOR,HEPTAPORPHYRIN
PALLADIUM, PALLADIUM
190,COLLAGEN
LILEY,LILEY
ZONE,ZONE
ECV5,ECHOVIRUS
CBIR1, CBIR1
HOROWITZ,HOROWITZ
CORONAVIRUS, CORONAVIRUS
MIDBAND,MIDBAND
NTRI,NATIVE
CD244,CD244
BCLXL,BCLXL
CYCD117,CYTOPLASMIC
CD127,CD127
CYCD13,CYTOPLASMIC
CD135,CD135
CYCD179A,CYTOPLASMIC
CD179A,CD179A
CYCD2,CYTOPLASMIC
CYCD34,CYTOPLASMIC
DESBUTYLBUPIVACAINE,DESBUTYLBUPIVACAINE
ROPIVACAINE,ROPIVACAINE
TIPS,VEIN
MANOMETRY,MANOMETRY
CD65W,CD65W
CD81,CD81
STRESSORS,STRESSORS
BUTYRYL,BUTYRYLCARNITINE
GLUT,GLUTARYLCARNITINE
3OHDECANOYLCARN,C5
SUCCINYLCARN,C4
TIGLYLCARN,TIGLYLCARNITINE
DOMPERIDONE,DOMPERIDONE
CITRUS,CITRUS
FICUS,FICUS
ANISOCHROMASIA,ANISOCHROMASIA
ANULOCYTES,ANULOCYTES
DYSERYTHROPOIESIS,DYSERYTHROPOIESIS
ERYTHROCYTE,ERYTHROCYTE
MACROBLASTS,MACROBLASTS
RETICULATED,RETICULATED
PLATELETOCRIT, PLATELETOCRIT
AGGREGATES,AGGREGATES
ACANTHOCYTES,ACANTHOCYTES
MSCV,MEAN
MEGAKAR,MEGAKARYOCYTIC
NUCLEI,NUCLEI
MICROMEGAKARYOCYTES,MICROMEGAKARYOCYTES
MONOCYTOID,MONOCYTOID
SLC14A1,SLC14A1
ALPHAVIRUS,ALPHAVIRUS
HFLU,DNA
AERUG,AERUGINOSA
PARECHOVIRUS,PARECHOVIRUS
CANALICULI, GALL
CARUMONAM, CARUMONAM
AFTERNOON,SERUM
LACTOPHENOL,MICROSCOPIC
GANGLIOSIDE,GANGLIOSIDE
PAROMOMYCIN,PAROMOMYCIN
ESTABLISHMENT,LABEL
NDC,LABEL
LABELER,NDC
REQUEST,REQUEST
INGREDIENT,BULK
49736,49736
G39,G39
POMT1,POMT1
POMT2,POMT2
RAI1,RAI1
YY1,YY1
CFH,CFH
TRICYC,TRICYCLICS
EENT,EARS
ADMINISTRATIVE,ADMINISTRATIVE
LETTER,LETTER
LTC,LONG TERM CARE
MALASSEZIA,MALASSEZIA
FEATHERS,FEATHERS
DROPP,DROPPINGS
WASHED,A
FROZEN,FROZEN
UNITS, TRANSFUSE
ORDERED,IMMUNE
POOLED,POOLED
R2,CDA
SECTIONS,1
DETAILS,DETAILS
EPENDYMAL,EPENDYMAL
SXT2,SHIGA
SXT1,SHIGA
PRINCIPAL,LABEL
BOTTOM,LABEL
FLAP,LABEL
PLACER,PLACER
TRANSCRIPT, TRANSCRIPT
NUMRANGE,START
EFF,EFFECTOR
PHARMACOGENETIC,PHARMACOGENETIC
CAPSULE,CAPSULE
DONEPEZIL,DONEPEZIL
MODAFINIL,MODAFINIL
NICARDIPINE,NICARDIPINE
ABORTION,ABORTION
HYSTERECTOMY,HYSTERECTOMY
STERILIZATION,STERILIZATION
BENEFITS,BENEFITS
SUBSCRIBER,SUBSCRIBER
APPEAL,APPEAL
DENIAL,DENIAL
CORRESPND,CORRESPONDENCE
PAYER,PAYER
CLAIMS,CLAIMS
AUTHORIZATION,AUTHORIZATION
SNF,SKILLED NURSING FACILITY
RAYS,RAYS
DICOM,DICOM
TRAINERS,TRAINERS
BEDS,BEDS
IMMUNOSUPPRESSIVE,IMMUNOSUPPRESSIVE
LYMPHEDEMA,LYMPHEDEMA
WHEELCHAIR,WHEELCHAIR
MOTORIZED,MOTORIZED
ORTHOTIC,ORTHOTIC
OSTEOGENESIS,OSTEOGENESIS
STIMULATOR,STIMULATOR
PARENTERAL,PARENTERAL
OPERATED,OPERATED
DURABLE,DURABLE
EQUIP,EQUIPMENT
SEAT,SEAT
LIFT,LIFT
SEATING,SEATING
GENERATING,GENERATING
STANDERS,STANDERS
STANDING,STANDING
FRAME,FRAME
ELECTRICAL,ELECTRICAL
DMET,DURABLE
AUTOMOBILE,AUTOMOBILE
LIABILITY,LIABILITY
NODMAR,NOTICE
FILING,FILING
LIMIT,LIMITATION
JUSTIFICATION,JUSTIFICATION
PROPERTY,EVER
CASUALTY,CASUALTY
MANDATED,MANDATED
IRS,NUMBER
W9,FORM
WORKERS,WORKERS
COMPENSATION,COMPENSATION
EMPLOYEE,EMPLOYEE
ASSISTANCE,ASSISTANCE
EMERG,EMERGENCY
PURCHASE,PURCHASE
INVOICE,INVOICE
BPU4,BLOOD
EXPIRE,PRODUCT
BPU3,BLOOD
BPU2,BLOOD
BPU1,BLOOD
MEGALOBLASTS,MEGALOBLASTS
DETECT,TO
NICKNAME,NICKNAME
ACCT,PROVIDER
MUCOR,MUCOR
FEV2, FEV2
ATTENDING,ATTENDING
CITY,CITY
ETRAVIRINE,ETRAVIRINE
PIVKA,TIME
INSENSITIVE,PT
675,C
4G,675
844A,C
SENSITIVE,PT
TEG,THROMBOELASTOGRAPHY
EXTRINSIC,EXTRINSIC
FIBRINOLYSIS,CLOT
ACTIVATION,ACTIVATION
ACTIVATOR,PLASMA
APTTPROTEIN,ACTIVATED
CFT,CLOT
FIBINOLYSIS,TIME
INSENS,INTRINSIC
SUPP,SUPPLIES
INHIBITION,COAGULATION
MCF,MAXIMUM CLOT FIRMNESS
CYCD79A,CYTOPLASMIC
DISINTEGRATED,DISINTEGRATED
60KD,EXTRACTABLE
SNRNP70,SMALL
FILLER,FILLER
OVERALL,OVERALL
ALTERATION,ALTERATION
SAR,BETA
AILE, ALLOISOLEUCINE
HYP,ISOLEUCINE
ASN, ASPARAGINE
C16,C3
FORMIMINOGLUTAMATE, FORMIMINOGLUTAMATE
3OHOCTANOYL,3
DECADIENOYLCARN,DECADIENOYLCARNITINE
C5OH,DC
HEXENOYLCARN,HEXENOYLCARNITINE
HEPTANOYLCARN,HEPTANOYLCARNITINE
PHENYLACETYLCARN,PHENYLACETYLCARNITINE
SALICYLYLCARN,SALICYLYLCARNITINE
NONANOYLCARN,NONANOYLCARNITINE
DECATRIENOYLCARN,DECATRIENOYLCARNITINE
DEHYDROSUBERYLCARN,DEHYDROSUBERYLCARNITINE
DEHYDROSEBACYLCARN,DEHYDROSEBACYLCARNITINE
SEBACYLCARN,SEBACYLCARNITINE
DICARBOXYDODECENOYLCARN,DICARBOXYDODECENOYLCARNITINE
DICARBOXYDODECANOYLCARN,DICARBOXYDODECANOYLCARNITINE
DICARBOXYTETRADECENOYLCARN,DICARBOXYTETRADECENOYLCARNITINE
DICARBOXYTETRADECANOYLCARN,DICARBOXYTETRADECANOYLCARNITINE
DICARBOXYPALMITOLEYLCARN,DICARBOXYPALMITOLEYLCARNITINE
DICARBOXYPALMITOYLCARN,DICARBOXYPALMITOYLCARNITINE
DICARBOXYSTEAROYLCARN,DICARBOXYSTEAROYLCARNITINE
OXOPROLINE, 5
TICKET,TICKET
ADVANCED,ADVANCED
BENEFICIARY,BENEFICIARY
NOTICE,I
PRIVACY,PRIVACY
PRACTICES,PRACTICES
RECEIPT,RECEIPT
DRIVER,DRIVER
LICENSE,LICENSE
ACKNOWLEDGEMENT,ACKNOWLEDGEMENT
SPECIF,NOT
CRYSTAL,TYPE
OTHR,OTHER
ALLERGENIC,STANDARDIZED
LIC,LABEL
BULK,LABEL
INTERM,BLOOD
PASTE,INTERMEDIATE
MANIPULATED,MINIMALLY
NOTIFICATION,CHANGE
BUS,OUT
NOTIF,BUSINESS
RESIDUE,LABEL
QUESTIONS,IF
CARBOXYMEFLOQUINE,CARBOXYMEFLOQUINE
CYCLOGUANIL,CYCLOGUANIL
CYCLOPHOSPHAMIDE,CYCLOPHOSPHAMIDE
CYTARABINE,CYTARABINE
ARABINOSIDE,ARABINOSIDE
ABNORMAL,ABNORMAL
DEFEROXAMINE,POST
EICOSANOYLCARN,EICOSANOYLCARNITINE
ANTHRANILATE,ANTHRANILATE
KYNURENIN,KYNURENIN
CHOLESTANOATE,DIHYDROXYCHOLESTANOATE
SSA,METHOD
HDL3,HDL
1MG,DETECTION
DODEICOSANOYLCARN,DODEICOSANOYLCARNITINE
800,RISTOCETIN
VAP,VAP
MONITORING,MONITORING
LOA,LOA
CHITOBIOSIDE,CHITOBIOSIDE
LAMINARIBIOSIDE,LAMINARIBIOSIDE
MANNOBIOSIDE,MANNOBIOSIDE
ATROPHIC,CEREBRAL
20Q,20Q
CORTOL,CORTOL
BCA,BREAST CANCER AG
255,CANCER
BCL1,BCL1
SPIRILLUM, SPIRILLUM
BOB1,BOB1
OCT2,OCT2
ALDICARB,ALDICARB
FLAVIN,FLAVIN
MONONUCLEOTIDE, FLAVIN
RELIABILITY,RELIABILITY
ESTIMATE,AGE
DIASTOLE,DIAMETER
MONILIFORMIS,MONILIFORMIS
ESTIMATED,NOTE
EDC,REPORTED
RFLX,BETA
HYPEROXALURIA,HYPEROXALURIA
CANADA,CANADA
NAPIIA,NAPIIA
E384G,P
L236P,P
T416P,P
SLC25A4,SLC25A4
KCNC3,KCNC3
SOS1,SOS1
WS2A,WS2A
BURGDORFERI,BURGDORFERI
POSACONAZOLE,POSACONAZOLE
GCK,GCK
KYNURENINE,KYNURENINE
SAGINATA, TAENIA
BENZODIAZEPINES,BENZODIAZEPINES
NATURAL,HOW
KILLER,KILLER
FRACTION,REGURGITANT
METHYLATED, ARSENIC
MUTATION,MUTATION
7T,IVS8
9T,POLYT
CILD2,CILD2
TIER1,1
TIER3,3
TIER2,2
STK11,STK11
INTERFERON,INTERFERON
BP230,MEMBRANE
PROLIF,PROLIFERATION
MICAFUNGIN,MICAFUNGIN
CEFOZOPRAN,CEFOZOPRAN
CHLOROAMPHETAMINE, CHLOROAMPHETAMINE
FLOMOXEF,FLOMOXEF
PANIPENEM,PANIPENEM
ANHYDROGLUCITOL,ANHYDROGLUCITOL
ABCD1,ABCD1
TGFB3,TGFB3
ATRX,ATRX
BRAF,BRAF
BTD,BTD
HTC2,HTC2
COL10A1,COL10A1
COL11A1,GENE
COL4A5,COL4A5
CPS1,CPS1
DNAI1,DNAI1
DNAH5,DNAH5
DYSF,DYSF
FKTN,FKTN
FIG4,FIG4
FLNA,FLNA
GCH1,GCH1
GYS2,GYS2
TETRASACCHARIDE, GLUCOSE
HPRT1,HPRT1
HPS1,HPS1
IRF6,IRF6
LMX1B,LMX1B
LRRK2,LRRK2
NAGS,NAGS
OCRL1,OCRL1
OTOF,OTOF
PCCB,GENE
PLOD1,PLOD1
PNKD,PNKD
TRAPPC2,TRAPPC2
SH3BP2,SH3BP2
SMC1A,SMC1A
KIAA0196,GENE
C10ORF2,C10ORF2
USH2A,USH2A
SEROS,SEROTYPES
DIPH,DIPHTHERIAE
ADHER,ADHERENCE
STX1,COLI
STX2,STX1
FLIC,FLIC
DONATED,DONATED
3B,3 BETA
1B,HPA
5A,5 ALPHA
BRICKDUST, BRICKDUST
DEPOSIT, BRICKDUST
RBCGHOST,ERYTHROCYTES
ATYPIC,SPECKLED
CHROMOSOMAL,NUCLEAR
CENTROSOMAL,NUCLEAR
MATRIX,AB
DOTS,NUCLEAR
HUBF,HUMAN
PORES,NUCLEAR
GOLGI, GOLGI
LYSOSOME, LYSOSOME
VINCULIN, VINCULIN
AZUROCIDIN, AZUROCIDIN
SP100, SP100
PORE, NUCLEAR
GP210,PORE
LAMIN, LAMIN
HEDIS,HEDIS
2009,2009
CCS,CCS
2011CDC,2011
CDC,CODES
CHL,CODES
CMC,CODES
CWP,CODES
LSC,CODES
MPM,CODES
SCR,IDENTIFY
PHENOBARBITAL,IDENTIFY
TOXO,EARLY
GENS,GENES
SI,PANEL
GALACTOSEMIA,SCREENING
AHIC,HEALTH
TRIAGE,TRIAGE
EFFECTIVENESS,EFFECTIVENESS
IDENTITY,IDENTITY
TESTING,TESTING
COMPAR,CASE
IMPA,INCISOR
TMPA,1
MONOCYCLOHEXYL, MONOCYCLOHEXYL
PHOSPHONATE,MONOETHYL
VX,2
MONOETHYL, MONOETHYL
DEPRECATEDNEWBORN,DEPRECATED
HEAR,HEARING
FAM,GENE
MEM,MEMBER
KID,KIDNEY
CENTRIOLE, CENTRIOLE
MIDBODY, MIDBODY
IE,IMMEDIATE EARLY
BCP,PLASMA
NOTIFIABLE,HEALTH
FERTILITY,FERTILITY
CYTOPATHIC,CYTOPATHIC
OKG,5
RELSRAT,HOUR
PPF,PLASMA PROTEIN FRACTION
POOR,NOW
DU,DU
USER,DRUG
GOALS,GOALS
ECV2,ECHOVIRUS
ECV8,ECHOVIRUS
1N9,VERY
PIMELOYLCARN,PIMELOYLCARNITINE
INTERPRETER,INTERPRETER
NEEDED,NEEDED
PREFERRED,PREFERRED
LANGUAGE,WHAT
GII,I
CEFMINOX, CEFMINOX
CULEX,CULEX
GROUPER,GROUPER
IROKO,IROKO
ANGLER,ANGLER
JUMPER,JUMPER
E19A2,1;Q11
URTICAE,URTICAE
TINIDAZOLE,TINIDAZOLE
FAVA,FAVA
CEH,CENTERS
ABRINE,FOR
RICININE, RICININE
ETHYLDIETHANOLAMINE, N
METHYLDIETHANOLAMINE, N
MONOFLUOROACETATE, MONOFLUOROACETATE
MONOCHLOROACETATE, MONOCHLOROACETATE
PDGFRA,PDGFRA
DISPOSITION,DISPOSITION
CONCLUSIONS, CONCLUSIONS
CD61E,CD62E
KEY,KEY
RADIOLOGY,RADIOLOGY
DESCRIPTIONS,DESCRIPTIONS
CMPD,HEALTH
IMPLANTS,NOTE
DOMAIN,PHENX
SCN5A,SCN5A
RII,EPSILON
FAMILIAL,FAMILIAL
LQTS,LONG
ALDOSTERONE,ALDOSTERONE
ARR,ACTIVITY
7AMINO,7
URSODEOXYCHOLATE,URSODEOXYCHOLATE
ENZYME,ENZYME
PAROXYSMAL,PAROXYSMAL
NOCTURNAL,NOCTURNAL
DEEDS,SET
PRACTITIONER,PRACTITIONER
HE4,HUMAN
DHCR7,DHCR7
TERCONAZOLE, TERCONAZOLE
ZYGOSITY,ZYGOSITY
KARYOTYPED,KARYOTYPED
DISCRETE,DISCRETE
GEOTEMPORAL,GEOTEMPORAL
SHARED,SHARED
RAZOR,RAZOR
TOOTHBRUSHES,TOOTHBRUSHES
ITEMS,ITEMS
OCC,HAVE
EXPOS,RELATED
FREQ,FREQUENCY
PRTNRS,SEXUAL
BFR,6
LIFETIME,PHENX
PARTNERS,PARTNERS
ASSAULT,CRIME
INVOLVING,ASSAULT
STICK,STICK
PUNCTURE,PUNCTURE
OBJECT,OTHER
ANTIOXIDANTS,ANTIOXIDANTS
ASGPR,ASIALOGLYCOPROTEIN
A60,A60
OKOUME,OKOUME
SAPELI,SAPELI
CYTOGENETICS,CYTOGENETICS
IMMUNOPHENOTYPING,IMMUNOPHENOTYPING
MASTER,MASTER
THALASSEMIA,THALASSEMIA
HBA2,HBA2
2KB,4
427T,C
429A,C
441,C
442INSAC,441
251G,C
19G,C
20A,SEROTYPE
364G,C
HPFH,HPFH
220G,C
84G,C
223G,C
79G,C
SEA,GENE
THAI,GENE
FIL,THAI
7KB,3
10000, HEPARIN
ATE,ATE
DRANK,DRANK
LIQUID,LIQUID
POLYVALENT,POLYVALENT
CONJUGATED,CONJUGATED
NOTED,NOTED
SULOPENEM,SULOPENEM
LINOPRISTIN,LINOPRISTIN
FLOPRISTIN,FLOPRISTIN
IMMUNOGLOBULINS,IMMUNOGLOBULINS
CAV3,CAV3
FIP1L1,FIP1L1
EXON,GENE
PEMPHIGUS,DEPRECATED
ANIDULAFUNGIN,ANIDULAFUNGIN
VIM,VIM
METHYLATION,METHYLATION
ECT,ECARIN CLOTTING TIME
ARGATROBAN,ARGATROBAN
MYASTHENIA,MYASTHENIA
GRAVIS,GRAVIS
TRACKING,TRACKING
ASTHMA,ASTHMA
SPELLS,SPELLS
PITTING,PITTING
TOLERANCE,TOLERANCE
SEIZURES,SEIZURES
MONTH,DO
OXYMETRY,OXYMETRY
CD89, DEPRECATED
MACHINE,MACHINE
DISORDER,DISORDER
NEOPLASTIC,NEOPLASTIC
PAND,H1
3HP,SERUM
PTRH,PLASMA
BUPROPION,BUPROPION
GPA, DEPRECATED
PHENELZINE,PHENELZINE
RFD9, RFD9
ATOVAQUONE,ATOVAQUONE
CEFACETRILE,CEFACETRILE
POTENCY,POTENCY
DIBEKACIN,DIBEKACIN
FLUMEQUINE,FLUMEQUINE
ISOCONAZOLE,ISOCONAZOLE
ORNIDAZOLE,ORNIDAZOLE
OXOLINATE,OXOLINATE
PARAMOMYCIN,PARAMOMYCIN
PIROMIDATE,PIROMIDATE
APOL,APOLIPOPROTEIN
HEXETIL,HEXETIL
PUBLIC,PUBLIC
RPRT,REPORT
2156G,C
2155G,C
2573T,C
2582T,C
2303G,C
2369C,C
LYSATE,PLATELET
1125,RISTOCETIN
ALLO,ALLO
TRNSFR,TRANSFER
IL2RECEPA,INTERLEUKIN
IL1RA,1
THROMB,AGGREGATION
DORIPENEM,DORIPENEM
DEFENSIN, BETA
HORIZONTAL,HORIZONTAL
LATINO,LATINO
LBS,THAN
GLUTEUS,AT
MAXIMUM,MAXIMUM
GAIN,GAIN
CHILD,YOUR
PHENX,YOU
GNWCH,GNWCH
NVSS,NVSS
NHANES,DID
42MO,HAND
PROTO,ADULT
ALSPAC,A
DRAWING,THE
THROWING,HAND
COLORING,HAND
HOLDING,HAND
TOOTHBRUSH,HOLDING
12Y,12
EHI,A
WRITE,DO
DRAW,FOR
THROW,I
RACQUET,HOLD
CLEAN,IS
HAMMER,HAND
STRIKE,HAND
MATCH,STRIKE
AN,ANDROSTERONE
ERASER,USE
DEAL,I
CARDS,MANY
CUT,HAND
KNIFE,WITH
NCFS,CIRCUMFERENCE
WHI,CIRCUMFERENCE
PROXYS,PROXYS
IDL1C,CHOLESTEROL
IDL2C,CHOLESTEROL
MPL,MPL
S505N,P
W515L,P
W515K,TRP515LEU
4Q12,4Q12
B2GPI,BETA
GLYCOPROT,2
HOXB13,HOXB13
IL17BR,IL17BR
PCSK9,PCSK9
LDLR,LDLR
PHOTOGRAPHY,WITH
DOMINANCE, HAND
MIX46,MIX
HEALTHCARE,HEALTHCARE
APPOINTMENT,APPOINTMENT
CHD,CORONARY HEART DISEASE
SALMONELL,SALMONELLA
REINSCH,URINE
INDIUM,INDIUM
PROFILIN,RECOMBINANT
ROLE,ROLE
LEEKS,LEEKS
APOB,APOB
S4,S4
ARTICAINE,ARTICAINE
ENTECAVIR,ENTECAVIR
TELBIVUDINE,TELBIVUDINE
TENEFOVIR,TENEFOVIR
ACCOUNT,ACCOUNT
ALIAS,ALIAS
INITIATED,INITIATED
STARTS,STARTS
ACCEPTING,ACCEPTING
ADMITTING,ADMITTING
TRANSFERRING,TRANSFERRING
ACCEPTED,ACCEPTED
INDIVIDUALS,INDIVIDUALS
ACCOMPANYING,ACCOMPANYING
PREHOSPITAL,PREHOSPITAL
PLACED,PLACED
PRESENTING,PRESENTING
EVALUATION,EVALUATION
CONTEXT,CONTEXT
FREQUENCY,FREQUENCY
SYM,SYMPTOM
OCCURRENCES,OCCURRENCES
CONTRACTIONS,CONTRACTIONS
BECAME,BECAME
MEMBRANES,MEMBRANES
RUPTURED,RUPTURED
LIMITATIONS,LIMITATIONS
OBTAINING,OBTAINING
ABUSED,ABUSED
VIABILITY,VIABILITY
NUMERIC,SEVERITY
DESCRIPTIVE,DESCRIPTIVE
CATEGORY,CATEGORY
BIOMARKERS,BIOMARKERS
VALUES,VALUES
INVASIVE,INVASIVE
PROCESS,PROCESS
MEDS,MEDICATIONS
PROV,PROVIDER
ASSUMING,ASSUMING
UPONED,FOR
DISPON,PATIENT
DEPARTURE,DEPARTURE
CONSIDERATIONS,CONSIDERATIONS
PAINFUL,PAINFUL
INDICATION,INDICATION
CONTINUOUS,CONTINUOUS
CONSTITUTIONAL,CONSTITUTIONAL
SEROLOGY,SEROLOGY
RPAR,PARIETARIA
BCHE,BCHE
160M,SERUM
NS3,C
NS4,C
64H,SERUM
68H,SERUM
60H,SERUM
44H,SERUM
40H,SERUM
PRECIPITATION,PLASMA
OSTEOBLASTS,OSTEOBLASTS
ACKNOWLEDGMENT,ACKNOWLEDGMENT
HQM,HEALTH QUALITY MEASURE
OBSERVATIONS,OBSERVATIONS
ANEUP,ANEUPLOIDY
HERPESVIRUSES,HERPESVIRUSES
PHADIATOP,PHADIATOP
ANTEPARTUM,ANTEPARTUM
L&D,LABOR
DISCHRG,DISCHARGE
FLOWSHEET,FLOWSHEET
STILLBORN,STILLBORN
QUICKENING,QUICKENING
REACHES,HEIGHT
UMBILICUS,AT
PRENATAL,PRENATAL
POSTPARTUM,POSTPARTUM
ANTENATAL,ANTENATAL
SURVEILLANCE,SURVEILLANCE
BIO,BIOLOGICAL
024,024
MACULAR,MACULAR
ISS,INJURY SEVERITY SCORE
IIS,INNER INFERIOR SUBFIELD
ITS,ITS
OSS,OUTER SUPERIOR SUBFIELD
ONS,OUTER NASAL SUBFIELD
OIS,OUTER INFERIOR SUBFIELD
OTS,OUTER TEMPORAL SUBFIELD
OPHTHALMIC,OPHTHALMIC
PRINTING,FOR
CYP2C19,CYP2C19
DRB4,DRB4
DRB5,DRB5
TROPOMYOSIN,TROPOMYOSIN
CYP11B1,CYP11B1
PRNP,PRNP
SRY,SRY
PYRAZOLE,PYRAZOLE
SULPHONAMIDE,SULPHONAMIDE
21DOC,21
190M,SERUM
HUMID,HUMIDIFIER
TEMPDIFF,WIRE
EXHALED,VOLUME
SENSITIVITY,SENSITIVITY
RISE,TO
FPS,FPS
DISCUSSION,COMMENT
BAR,BAR
HIGHEST,HIGHEST
AFFECTING,THAT
PRINTED,PRINTED
EQUIVOCAL,EQUIVOCAL
PLURALITY,PLURALITY
NOROLANZAPINE,NOROLANZAPINE
CD154,CD154
IKBKG,IKBKG
TNFRSF13B,TNFRSF13B
WAS,WAS
PROPEP,TERMINAL
DISACCHARIDASES,DISACCHARIDASES
MPO,MYELOPEROXIDASE
PR3,IGG
SUSPECTED,CONDITIONS
FECAL,FECAL
HYDROLYSIS,HYDROLYSIS
EXEMPTION,EXEMPTION
PRESCRIPTIONS,PRESCRIPTION
SPECIALIST,SPECIALIST
TRANSPORTATION,TRANSPORTATION
IMATINIB,IMATINIB
MESYLATE,MESYLATE
MALTOSE,MALTOSE
DIETHYLAMINE,DIETHYLAMINE
HYDROCORTISONE,HYDROCORTISONE
PERICYAZINE,PERICYAZINE
CANTALOUPE,CANTALOUPE
BASOBND,TRIGGERED
2009H1N1V,VIRUS
GDH,GLUTAMATE
BG,BG
9P21,9P21
AIRE,AIRE
ADNFLE,ADNFLE
SCN4A,SCN4A
CDK4,CDK4
D1152H,P
LDL5,LDL
C4C,C4C
CPVT1,CPVT1
ETHISTERONE, ETHISTERONE
DESOXY, DESOXYMETHYLTESTOSTERONE
DIFENACOUM,DIFENACOUM
DPYD2A,DPYD2A
DROSTANOLONE, DROSTANOLONE
FECH,FECH
FLCN,FLCN
FORMEBOLONE, FORMEBOLONE
4SP,SERUM
5SP,SERUM
GP140,HIV
P16,HIV
IDUA,IDUA
KRIT1,KRIT1
MMP9,MATRIX
MESTANOLONE, MESTANOLONE
METHYLANDROSTENEDIOL, METHYLANDROSTENEDIOL
METHASTERONE, METHASTERONE
METHYLNORTESTOSTERONE, METHYLNORTESTOSTERONE
MIBOLERONE, MIBOLERONE
W515,P
OCTREOTIDE,OCTREOTIDE
OXABOLONE, OXABOLONE
PROSTANOZOL, PROSTANOZOL
TESTOLACTONE, TESTOLACTONE
